key,title,description,place,place2,place3
985,Patterns of Brain Activity Associated with Successful Retrieval of Memories of Perceived and Imagined Events,"Memories of internally generated events (e.g., thoughts, dreams, imaginations) are encoded, stored, and retrieved similarly to memories of real events. In the present set of experiments, functional magnetic resonance imaging (fMRI) was used to examine whether brain regions known to support episodic memory processes are differentially activated during retrieval of memories that were acquired through perception versus imagination. In three experiments, subjects perceived and imagined events in response to a cue word, and then after a delay made memory judgments about previously perceived, imagined, and new events. Experiment 1 demonstrated that regions of the left lateral posterior parietal cortex (LPPC) were more active during retrieval of perceived compared to imagined events, regardless of memory accuracy. Experiments 2 and 3 replicated this effect, and also provided evidence that observed source-based differences in activity could not be attributed to differences in the perceptual vividness of memories from perception versus imagination. And Experiment 4 demonstrated that source-based differences in activity occurred regardless of differences in response bias. Each of these experiments also revealed that successful retrieval effects in LPPC were source-specific. Correct recognition of old events was associated with a greater LPPC response than correct rejection of new events for items that were perceived at encoding, but not for those that were imagined. Combined, these studies suggest that the LPPC plays a preferential role in the retrieval of memories of perceived compared to imagined events, and this does not appear to be due to discernable differences in task demands or behavioral performance. Implications of these findings for both theories of functional contributions of LPPC to recognition memory as well as the neural mechanisms underlying our ability to discriminate the perceived versus imagined source of memories are discussed.",,,
986,Laboring for Global Perfection: The International Dimension of Mid-Nineteenth-Century Fourierism,"This dissertation examines the United States-based communitarian socialists known as the Fourierists as a piece of the larger international Fourierist movement, highlighting the numerous points of contact between Fourierists and their counterparts on each side of the Atlantic. My goal is to understand Fourierism as a multinational movement that sparked an international conversation among its members, which made it one of the most cosmopolitan of the reform movements to emerge from the social tumult in the 1840s. Its Janus-faced focus on the U.S. reform landscape and fixed connection with European Fourierists made Fourierism arguably the most dynamic reform movement of the nineteenth century. It is a story of connectivity among individuals who believed they possessed a new moral framework for remaking the world. The theories of the French social philosopher Charles Fourier also helped change the course of antebellum reform in the United States by introducing important themes and an entirely new vocabulary to the reform lexicon. The strength of the Fourierist press in the United States, especially the celebrated journal The Harbinger, highlights the movement's fingerprint on the course of American journalism. I will explore how and why this movement spread so far from the 1830s-1850s, and how these activists transcended national identity in order to realize the plan of perfecting the world's ills through the adoption of Fourier's experimental living arrangements. As a movement based on experiment, exchange, and collaboration, Fourierism intermingled freely with other mid-century reform movements including abolition, women's rights, free love, as well as workingmen's and other socialist movements. Traveling Fourierist leaders, the growth of Fourierist journalism, and the community of early Fourierists in New York City fostered complex identities in those at the heart of the movement. Their involvement in multiple causes demonstrates the international roots of mid-nineteenth-century reform. While adherents in each nation adapted Fourier's message to their own specific national context, the fluidity of the larger philosophy transcended borders, helping create an international reform identity in an age usually best known for a parochial nationalism. Using archival sources and published journals and periodicals from France, the United Kingdom, and the United States, this dissertation follows a chronological analysis of the movement's international layers. I examine the period from the movement's inception in the 1830s to its height in 1846, focusing on Fourierism's importation to the United States and its evolution from a cosmopolitan group of European and Francophone expatriates in New York City to a more Americanized version championed by Horace Greeley and Albert Brisbane with intentional appeal to workingmen. I also focus on the decline of Fourierism in the late 1840s, the pivotal year of the French Revolution of 1848, and the growth of the Free Love movement from Fourierism's ashes in the early 1850s. This dissertation compels scholars to look closer at the Fourierist movement as a case study in successfully changing the vocabulary of social reformers, bringing attention to the problems inherent within industrial capitalism, offering an inclusive approach to labor reform which included women's rights, and an alternative to the bourgeois home. Fourierism was at the center of a dialogue on gender norms and sexuality that would ultimately include members of the organized women's rights movement and advocates of the controversial free love movement. The Fourierist movement's communal ethos promised to improve the lives of women by ameliorating the drudgery of housework and providing shared child-rearing opportunities. Additionally, Charles Fourier's highly controversial theories on sexual liberation and marriage reform led some Fourierists to challenge reigning sexual mores. Studying the works of the Fourierists reveal new insights into the attitudes about gender and sexuality within the larger world of mid-nineteenth-century reform in the United States and Europe. Fourierism inspired a debate about gender, marriage, and religion that changed the language and tactics of mid-nineteenth-century reform.",,,
987,Spatial Stochastic Modeling and Simulation of Polarisome Formation in Saccharomyces cerevisiae,"Cell polarity is a classic example of symmetry-breaking in biology. In response to an internal or external cue, the cell asymmetrically localizes components that were previously uniformly distributed. Although cell polarity is an essential feature of living cells, it is far from being well-understood. Previous mathematical modeling has produced insights into generic mechanisms that can explain the formation and maintenance of polarization. The bulk of this work has relied on deterministic modeling. Using a combination of computational modeling and biological experiments, we closely examine an important prototype of cell polarity: the pheromone-induced formation of the Saccharomyces cerevisiae polarisome. Our spatial stochastic model of polarisome formation is composed of a reaction network based on evidence from the literature, and we estimated parameters using our experimental data. We find that noise in the system results in a behavior we term spatial stochastic amplification , a phenomenon where increased noise results in tighter polarization. This model includes a putative role for a scaffold protein, Spa2, in stabilizing actin cables. We quantify, via experiments and modeling, both the dynamics and spatial distribution of the polarisome in various Spa2 partial deletions and find evidence supporting the existence of this novel function for Spa2. Simulating our polarisome model highlighted the need for efficient methods for spatial stochastic simulation. To that end, we have developed the diffusive finite state projection (DFSP) method. This method relies on taking interleaving steps of reaction and diffusion, and then solving diffusion efficiently with a finite state projection. As with many other approximate methods for spatial stochastic simulation, the DFSP method relies on splitting the reaction-diffusion master equation (RDME) operator. However, because there has been no published method for estimating (and thus controlling) the error generated from splitting the RDME operator, we developed a local estimator for this error. This estimator allows practical adaptive implementation of many existing algorithms and opens the door to parallelization of spatial stochastic simulation.",,,
988,Targets of reputational attributions in foreign policy: A cognitive psychological approach,"Despite the abundant use of assumptions regarding state reputation in international relations research, few scholars have assessed the cognitive processes underlying reputational inferences. Deterrence theorists and political psychologists alike assume that decision-makers make unitary reputational attributions about other states, without regard for factors within states. I hypothesize that not all decision-makers make exclusively unitary-state attributions, and that the cognitive processes underlying reputations vary across individuals. Three cognitive factors relevant to reputational attributions--cognitive complexity, the need for closure, and out-group bias--have been shown to be correlated with political ideology. Therefore, I expect political ideology to be a systematic determinant of the location and dispersion of reputational attributions. Using an automated content analytic technique, I find that conservative decision-makers target and concentrate reputational attributions toward unitary states, while liberal decision-makers are more diffuse in their attributions.",,,
990,Engineering and Manipulating Single Spins in Diamond,"The nitrogen-vacancy (NV) centers in diamond is a promising solid- state qubit for emerging quantum technologies, due to its long spin coherence time and fast manipulation rates, together with a level structure that allows for straightforward optical initialization and read- out of the electronic spin state . In high-quality single-crystal diamond at temperatures below 25 K, sharp zero-phonon-line (ZPL) optical transitions facilitate the coherent coupling between NV-center spins and photons. In this dissertation, I describe several experiments which explore the local spin environment around the NV centers along with a technique of electrically controlling their spin fine structure. We also take a bottom-up approach, by growing diamonds specifically engineered with shallow NV centers with long spin coherence times. The latter part of the dissertation explores two ways of manipulating the NV centers using all-optical control techniques, eliminating the need for traditional electron spin resonance devices and increasing the scalability and integration of NV centers into photonic networks.",,,
991,Development and Implementation of the Health Monitoring System for the Artificial Pancreas,"Type 1 diabetes mellitus (T1DM) is a metabolic disease in which the insulin-producing cells in the pancreas are destroyed by the immune system, affecting up to 3 million Americans and increasing yearly. T1DM is manageable with exogenous insulin therapy but is extremely burdensome and can lead to long term complications and shorter life spans. The Artificial Pancreas (AP) is currently being designed to automatically control blood glucose for people with T1DM. The AP is designed as a multi-component system including several devices, communication systems, and algorithms. The safety of the system is extremely important, because insulin can be extremely harmful or lethal at high doses. As a process engineering design, the full AP must have several layers of protection to reduce the likelihood of severe adverse events. The Health Monitoring System (HMS) has been designed as a multi-module safety system for the AP. One of the most probable high-risk hazard of closed-loop insulin therapy is severe hypoglycemia, or low blood glucose, with symptoms such as nausea, dizziness, and coma or death of severe and prolonged. The Low Glucose Predictor (LGP), the first module of the HMS, was designed as an operator intervention safety layer to alert and treat for hypoglycemia. The LGP was integrated into the closed-loop AP system and tested in a 24 h feasibility study of twelve clinical subjects. There was an average of four alarms with rescue carbohydrates given per subject. The system successfully avoided hypoglycemia with no reference glucose values below the low hypoglycemia threshold of 60 mg/dL and no adverse events with symptoms. The Glucose Rate Increase Detector (GRID), used as a form of inferential control for hyperglycemia, was designed as the second module of the HMS. The GRID was tuned using clinical trial data with unannounced meals and tested in simulation with closed-loop control with large, unannounced meals. With the GRID, the amount of time spent in hyperglycemia was significantly reduced when compared to closed-loop control with unannounced meals. With both HMS added to the AP, control was tighter with less adverse events, effectively increasing the safety of the system while improving control.",,,
992,Soil-Landscape Modeling Of Coastal California Hillslopes Using Terrestrial Lidar,"Digital elevation models (DEMs) are the dominant input to spatially explicit digital soil mapping (DSM) efforts due to their increasing availability and the tight coupling between topography and soil variability. This coupling is often modeled using empirical relationships between soil and terrain attributes, an approach that assumes the scale and representation of DSM inputs is appropriate for characterizing soil-landscape relationships. However, soil variability is driven by soil and geomorphic processes blending at multiple spatial scales, and a physically meaningful specification of DSM inputs remains challenging. To improve these efforts, DSM techniques should integrate robust soil conceptual models with quantitative geomorphic tools that encapsulate scalable process-response dynamics. In service of this aim we implement a DSM study that embeds conceptual models of soil distribution in a quantitative geomorphic framework using fine scale (1 m) terrestrial lidar. Specifically we use commonplace terrain attributes to stratify a soil-mantled hillslope domain into pedogeomorphic subdomains following the catena model of soil development. Our study emulates a terrain segmentation model previously developed to extract and correlate hillslope catena positions with soil properties in a rolling post-glacial landscape. When implemented as published, the model does not translate well due to greater short-range topographic variability in our domain and high frequency spatial variability carried over from fine scale lidar data. To improve model portability and accommodate fine scale DSM inputs, we propose quantitative diagnostic tools for conditioning DSM inputs. The thresholds derived from these diagnostic tools are used to recast and condition an adaptive landscape segmentation model. Adaptive model outputs represent a bottom up statistical aggregation of fine scale terrain attributes with morphometric breaks conditioned by quantitative diagnostics of geomorphic process-response signatures. To the degree that geomorphic processes differ in their morphometric signals, these diagnostic tools may be used to compare geomorphic processes in tectonically distinct landscape, and correlate them with the occurrence and distribution of genetic soil types. In addition, the distribution and apportionment of discrete pedogeomorphic subdomains may be also treated as empirical categorical predictors of soil and ecosystem properties.",,,
993,Improving Decision Making During Wildland Fire Events,"Wildland fires continue to be a threat to persons and their property in many parts of the world, particularly in areas characterized as having Mediterranean climates, semi-arid climates, or boreal forests. Throughout the United States the policy on fires has been to extinguish all fires as soon as possible, especially those that are anthropogenically caused and/or threaten people and property. This has led to an accumulation of fuels in wildland areas and the alteration of natural fire regimes. The entities responsible for minimizing the impacts of these events are emergency management organizations (EMOs). In order to efficiently and effectively complete their responsibilities, all EMOs employ a variety of information processing technologies, including among others spatial decision support systems or geographic information systems, during the preparation, response, recovery, and mitigation phases of emergency management. However, EMOs continue to be plagued by issues that influence the effectiveness of their response during a fire event. This research explored the informational needs, data availability, communication flows, and decision making workflows informing fire decision support within current EMOs in order to develop tools that can improve decision making during a wildland fire event. By utilizing a combination of quantitative and qualitative techniques, this research identified one of the most prevalent needs among EMO personnel, the need to know what impacts a firebreak has upon an active fire front, explored the relationship between firebreaks and wildland fire behavior, and developed and statistically validated a firebreak probability tool that has been integrated as a part of a wildland fire behavior program. The results demonstrate that by taking into account the needs and limitations of decision makers during an event, valuable information can be obtained that in turn can be used to inform the creation of improved spatial decision support systems used to assist decision makers manage wildland fire events.",,,
994,miRNAs as key regulators of corticogenesis evolution,"During evolution, the cerebral cortex has undergone tangential expansion and an increase in the number of cortical areas. Besides its extensive tangential expansion, the hallmark of primate cortex is the selective enlargement of the supragranular layer compartment that is considered to underlie the highly developed computational abilities of the human brain. Major non primate-primate differences in cortical development are underlined by differences in the dimensions, cellular composition and developmental timing of the germinal zones. The sub-ventricular zone (SVZ) enlarges along with cortical expansion and primates have evolved a specialized SVZ that is split into the inner SVZ (ISVZ) and the outer SVZ (OSVZ). The emergence of the OSVZ is arguably a key factor underlying evolutionary adaptive change in the development of primate cortex.The OSVZ of area 17 - the primary visual area- of the primate is highly developed and can be further subdivided into internal and external layers. We laser dissected brain regions from developing area 17 and 18 of embryonic day 80 Maccaca fascicularis and deep sequenced the microRNAs (miRNAs) in the germinal layers and in the cortical plate. Each of these developing anatomical regions could be distinguished by their miRNAs profiles. miRNAs which are present in primate and in some cases carnivore lineages, but not in rodent, contributed to the differential expression in the most recent anatomical innovations within the germinal zones. Prominent among the targets of these novel miRNAs, as identified by RISCtrap, were regulators of the cell cycle and neurogenesis. Co-evolution between the emergent miRNAs and the target was apparent. We conclude that multiple regulatory events involved in the control of neural precursor proliferation underlie the emergence of specific features of the cortex in primates.",,,
995,"Street Children's Children Pregnancy as a Street Exit Window for Street Youth in Mexico City, Mexico","This thesis examines the life histories of twenty four adolescent mothers who had lived on the streets of Mexico City, Mexico for a prolonged period (for more than four years) and came to the Mexican non-profit organization SEDAC for support with their pregnancies and children. Research subjects were categorized as having ""successful"" and ""unsuccessful"" street exits based on their ability to stay off the street and parent their children. Primary findings were that mothers in the ""unsuccessful"" category had experienced violence at a greater rate both in their families of origin and on the street and were also more likely to suffer from mental health problems, especially suicidal ideation. Also, the ""unsuccessful"" mothers were more likely to have migrated to the street at a younger age and to have used drugs for a longer period of time. There was not a significant statistical difference between the education levels, duration on the street, labor histories or age of drug initiation between the two groups. These findings were based on analysis of archival research of prior residents at SEDAC. In addition, the findings were fortified by ethnographic observations conducted by the researcher on the streets with Casa Alianza's street educators and within the resident shelters of Casa Alianza and SEDAC, as well as by interviews with personnel of both organizations. The chief practical finding of this research for social welfare agencies that provide for street youth is that a focus on mental health and recovery from trauma and abuse should be an integral part of efforts to help adolescent mothers transition off of the street and successfully parent their children. ,",,,
996,A 26-28-gbps clock and data recovery system with embedded equalization in 65-nm cmos for 100gbe,"A power and area efficient approach to embed a continuous time linear equalizer (CTLE) into a clock and data recovery (CDR) circuit for the next generation 100GbE system is presented in this work. The proposed merged CDR/equalizer system is implemented in 65-nm CMOS without extra power penalty, and achieves full-rate operation up to 28-Gb/s. Current-mode-logic (CML) with shunt peaking loads and customized differential pair layout are used to extend the circuit bandwidth. To minimize the area penalty, customized stacked differential inductors have been designed. These inductors achieve an inductance density 3.2 times higher than the standard single-layer design from the PDK library. The CDR/equalizer core occupies 0.33 mm. 2 and draws 104 mA from a 1-V supply. The measured BERof the recovered data is less than 10. -12 at 27-Gb/s for 2. 11-1 400mVpp inputPRBS data. The measured recovered clock and data rms jitter is 1.0 and 2.6 ps, respectively. The CDR is able to lock to inputs from 26-28-Gb/s with 2. 9-1PRBS pattern. The embedded equalizer enables the CDR to recover a 26-Gb/s 2. 7-1 PRBS data with BER < 10. -12 after a channel with 9-dB loss at 13-GHz.",,,
997,Methodologies for Controlled Conjugated Polymer Synthesis and Characterization of Small Molecule Organic Semiconductors,"Conjugated polymers can broadly be described as materials which have a structure composed of repeating monomeric units that show extended electronic communication along the backbone. The extended pi-conjugated nature of these materials gives them a set of unique electronic and optical properties, and has lead to their application in a multitude of various technologies. Of specific interest is the application of these materials in various organic electronics applications, such as solution processed plastic solar cells, light emitting diodes, and field effect transistors. Herein is described the synthesis of a class of well-defined, highly active organometallic initiators for use in controlled polymer synthesis. The polymers prepared using the nickel based initiators in Grignard metathesis polymerization posses the following characteristics: rapid generation of high molecular weight polymers, low polydispersity, linear relation between monomer conversion and molecular weight growth, and the selective transfer of an initiating moiety from the organometallic initiator to one polymer chain end. This initiator was then used to prepare a new class of biosensor materials wherein the polymer had a well defined biosensing end group. Additionally, a series of small molecule donors have been developed that have shown promise in a wide variety of organic electronic applications. These materials can broadly be described as having a D'ADAD' type structure where D, D', and A correspond to electron rich and electron deficient aromatic heterocycles, respectively. By tuning the identity of these groups and the side-chains attached to them, one can subtly influence the optical, electronic, and physical properties of the materials. These materials were investigated via single crystal x-ray diffraction studies to gain insight into how changes to the molecule structure such as heteroatom regioisomerism and isoelectronic substitutions effected the molecular structure. These changes in molecular structure were then correlated to changes in the bulk, optical, and electronic properties. Finally, the single crystal x-ray structure of a high performing solar cell material was investigated via ab initio methods in an attempt to gain insight into why this particular material preformed so well in solar cell devices, and whether design rules for future small molecule semiconductors could be formulated.",,,
998,A Sign of the Apocalypse or Christendom's Ally? European-Mongol Relations in the Thirteenth and Fourteenth Centuries,"This dissertation is an analysis of how Europe responded to the Mongols in the thirteenth- and fourteenth-centuries. In only sixty years the Mongols created the largest land empire the world has ever seen. After Mongol attacks on Eastern Europe---specifically Russia, Poland, Hungary, and the Balkans---in the 1230s--1240s, Europeans were petrified of the terrifying and unfamiliar invaders. However, at times this initial anxiety waned and even turned to hope for a European alliance with the Mongols against Muslim powers like the Mamluks of Egypt. Using travel narratives of missionaries who traveled in Mongol territories, diplomatic correspondence between khans, popes, and kings, evidence of panni tartarici (Tartar silk) in Europe, theological treatises, and tombstones of Europeans who died in Yuan China, I challenge a secondary literature that tends to portray European-Mongol relations during this period as static. I show how European understandings of the Mongols varied greatly and depended on contemporary political events. I argue that medieval Europeans saw the Mongols as both threat and ally, as a sign of the Apocalypse and a partner in the fight against Islam. These sentiments were not mutually exclusive. This study contributes to studies of world history and understandings of pre-modern transnational relations. Its diverse sources illustrate the complexity of European attitudes towards the Mongols, and demonstrate how important an interdisciplinary approach is for the study of the Mongol Empire.",,,
999,An Experiment in the Aesthetic Value of Sonified Mathematical Objects,"A central problem in the field of aesthetics is the determination of what we find to be beautiful and why. Since the work of Adolf Zeising and Gustav Theodor Fechner in the mid-nineteenth century, there has been great research interest in determining the potential aesthetic merits of the golden ratio and the Fibonacci sequence. A review of the literature shows that a large body of research exists that studies their aesthetic value in the visual domain. No research has yet been carried out, however, in an attempt to determine their potential merits in the audio domain. This has been due in part to a lack of suitable example stimuli for scientific testing. This dissertation takes the first step in bridging this research gap, guided by the question: Do sonifications of mathematical objects closely related to FS and GR hold some special aesthetic significance or advantage over less closely related sonified mathematical objects? In the most comprehensive survey of its kind, works in which composers are known to have utilized the golden ratio and Fibonacci numbers are shown to be unsuitable for our research purposes, as they were never intended for such research. Methods are then outlined for creating sonifications that can function as the necessary simple example stimuli in experiments. After a presentation of various sonifications related to the golden ratio and Fibonacci sequence, the methodology and results of a novel experiment involving 170 participants are then detailed. In this experiment, subjects were asked to compare the relative aesthetic value of pairs of sonifications of mathematical objects. In each pair, one of the mathematical objects was closely related to the Fibonacci sequence whereas the other was not. The evidence gathered suggests that the utilization of the golden ratio and the Fibonacci sequence could have potentially negative effects on the aesthetic value of sonifications.",,,
1000,The Searching Self: Religious Autobiography in Pre-Colonial South Asia,"This dissertation investigates the ways in which the literary tools of autobiography are used to describe religious experience in pre-colonial South Asia. Arguing against a Western scholarly tradition that presents autobiography as a narrowly-defined genre produced primarily in the West and its colonial outposts, this project gathers and compares examples from a wide range of regional, linguistic, religious, and historical contexts in order to better understand what characteristics distinguish---and unite---these autobiographical expressions. We will also take three case studies---one Jain, one Sikh, and one Hindu---to illustrate some of the myriad ways in which South Asian religious autobiography functions. This is an important and timely contribution to the study of South Asian religions and the humanities in general for three reasons. First, our analyses illustrate the multiplicity of ways in which autobiography can convey religious meaning and are used to make specific kinds of religious claims. Second, we put Western literary criticism in conversation with South Asian sources in new and productive ways, particularly regarding issues of authorship, genre, and poetic technique. Finally, our data helps to dispel the notion that autobiography---and by extension, individual subjectivity---was a colonial import to South Asia. This project will begin with a discussion of autobiography as genre and technique, and a consideration of how that genre/technique is particularly suited to describing religious experience. Our second chapter examines a number of examples of religious autobiographical writing from pre-colonial South Asia in order to begin to form a picture of what autobiographical literature looks like in pre-colonial South Asia. Our third chapter is a case study of the Ardhakathanaka, the autobiography of 17 th-century Jain merchant Banarasidas, considering its uses of autobiography as literary technique and as polemic. Finally, we study two examples of what we will call the ""autobiographical pose"": works that are not, in fact, autobiographies at all, but that use the autobiographical voice. The cases for this chapter will be poems attributed to the 16th-century Hindu poet-saint Mirabai, and the 18th-century "" apni Katha,"" a work attributed to Guru Gobind Singh, the tenth and last personal Guru of the Sikhs.",,,
1001,Interstitial Religion: Approaches to the Study of Religion on the Middle Ground,"Social science research in religion seems to be losing sight of the middle ground where institutions and individuals interact and thus struggles to offer a constructive response to the dilemmas facing scholars of religion more generally. In response, this dissertation aims to bolster the efforts of those calling for an examination of the connections between lived religion and institutional fields. Viewing religion as a field or network visible through the interaction of individuals and institutions within it makes clear the object of social research and indicates a reflexive method for ethnographic research. Specifically, it is proposed that: (a) religion in general is a discursive field or network of communication and communicative action, definable only within its specific situation; (b) a ""religion"" in particular is a set of cohesive segmentary social networks characterized by discourse and communicative action in service of whatever is situationally defined as religious (most typically involving motivations and purposes commonly apprehended as related to the ultimate conditions of human existence); (c) lived religion, therefore, is empirically visible to the scholar solely through language and behavior by agents acting within those social networks; and (d) because of his or her active role in perceiving and interacting with and within the social networks that structure religious fields, the empirical scholar inherently and inevitably is a part of the field itself, which simply cannot exist without the relationship between the researcher and the object of study. These claims are illustrated with case studies using a variety of empirical methods; many underlying concerns remain the same regardless of how a particular situation is examined. Two cases (Japanese mizuko kuyo rituals and the True Love Waits chastity campaign) are based on analysis of primary and secondary sources, three others in ethnographic field research (Jews in postsocialist Slovakia, a ""Generation X"" church, and a Jewish seeker service), and one case (the Jewish emergent phenomenon) in a combination. The cases illustrate how to define and study religion empirically when it seems to be visible primarily in the interstitial middle ground where people articulate their sense of self and negotiate their relationships with one another.",,,
1002,Receiver and regenerator photonic integrated circuits for coherent optical communications,"Streaming media, mobile data traffic, and cloud computing are fueling the ever increasing demand for bandwidth. In order to meet this demand, the fiber optic communications industry is moving towards coherent modulation formats to increase capacity. Compared to conventional on-off keying modulation formats, coherent formats encode information in both phase and amplitude of a signal. Photonic integrated circuits have the potential to lower the cost of that comes with more complex transmitter and receiver components. Three different photonic integrated circuit technologies will be presented: a differential quadrature phase- shift-keying (DQPSK) receiver on the hybrid silicon platform, a coherent dual- quadrature receiver on InP with an integrated widely-tunable local oscillator, and a differential phase-shift-keying (DPSK) wavelength converter, also on InP. The wavelength converter has regenerative properties stemming from its the nonlinear transfer function, and has the potential to become a lower power alternative to a coherent tranceiver.",,,
1003,Having Adult Conversations About the Oldest Profession: Advocacy Tactics for Institutional Change in the Nevada Brothel Industry,"This paper traces a case study of advocacy tactics aimed at institutional change in the legal Nevada brothel industry. The brothel industry represents a unique case of legalized prostitution in the United States and the subject of debates about the institutional positioning of prostitution as an accepted service or an unaccepted vice. Specifically, the study considers the issues that give rise to institutional problems, the actors who advocate change, the audiences who can legitimate new organizational field arrangements, and the discursive tactics involved in entrepreneurial types of change. A single case study design that entails thematic and grounded theory qualitative techniques was applied to text data from newspaper articles. Analyses developed category schemes for each concept and theorized advocacy patterns in the case. The findings reveal that groups of actors use distinct sets of tactics to advocate pro and con sides in defining industry and prostitution problems. Confirming prior research, actors use institutional vocabularies to construct and position the problems. Findings also demonstrate how actors try to shift the field in relation to legitimate and illegitimate institutional arenas by locating the problem in the institutional field and creating urgency to act. Other patterns distinguish the institutional entrepreneurs from other advocates and identify the critical roles that certain audiences play in entrepreneurial processes. Such insights offer opportunities for continued theory building at the intersection of institutional theory and communication and speculations about potential change for the brothel industry and legalized prostitution.",,,
1004,Approaches to emergent spacetime in gauge/gravity duality,"In this thesis we explore approaches to emergent local spacetime in gauge/gravity duality. We first conjecture that every CFT with a large-N type limit and a parametrically large gap in the spectrum of single-trace operators has a local bulk dual. We defend this conjecture by counting consistent solutions to the four-point function in simple scalar models and matching to the number of local interaction terms in the bulk. Next, we proceed to explicitly construct local bulk operators using smearing functions. We argue that this construction allows one to probe inside black hole horizons for only short times. We then suggest that the failure to construct bulk operators inside a black hole at late times is indicative of a break-down of local effective field theory at the black hole horizon. We argue that the postulates of black hole complementarity are inconsistent and cannot be realized within gauge/gravity duality. We argue that the most conservative solution is a firewall at the black hole horizon and we critically explore alternative resolutions. We then examine the CGHS model of two-dimensional gravity to look for dynamical formation of firewalls. We find that the CGHS model does not exhibit firewalls, but rather contains long-lived remnants. We argue that, while this is consistent for the CGHS model, it cannot be so in higher-dimensional theories of gravity. Lastly, we turn to F-theory, and detail local and global obstructions to writing elliptic fibrations in Tate form. We determine more general possible forms.",,,
1005,Exploration of Graphene for Tunnel Devices and Electrodes in Next-Generation Green Electronics,"With the rapid scaling of metal-oxide-semiconductor field-effect transistors (MOSFETs), the passive power dissipation is becoming comparable to the active power consumption. The passive power dissipation can be reduced by increasing the threshold voltage in MOSFETs at the expense of lower drive current and higher delay. An effective way to lower the passive power is to reduce the subthreshold swing (S), which is the amount of gate voltage required to change the device current by an order of magnitude in the subthreshold region. In this dissertation, novel applications of graphene in low-power and energy-efficient electronics are investigated. To that purpose, first the design of heterostructure tunnel FET (TFET) based on conventional materials including silicon and germanium is investigated. It is shown that while TFETs can exhibit S values much lower than the MOSFET's fundamental limit of 60 mV/dec, the ON currents of TFETs based on these materials remain well below that of MOSFETs. Then, the design of TFET based on graphene nanoribbons (GNRs) is investigated. The graphene nanoribbons offer several key advantages over conventional materials. These advantages include the tunable bandgap, the superb gate electrostatic control due to the atomically thin structure, the pristine surface, which reduces the trap density, the high carrier mobility, high thermal stability and high mechanical flexibility. Homojunction and heterojunction TFETs based on GNRs are proposed and their characteristics are investigated using the Non-Equilibrium Green's Function (NEGF) formalism. The GNR based TFETs are shown to exhibit very high ON currents as well as S values down to 15 mV/dec. In addition, alternative devices and circuits based on GNRs are proposed and studied in this dissertation that can lead to ultra low-power consumption. A novel negative differential resistance (NDR) device (in the form of an Esaki Tunnel diode) based on GNR is proposed, which can be used in the design of ultra-compact memory cells. The proposed NDR devices exhibit high peak-to-valley current ratio of ~1E5 as well as high drive current of ~700muA/mum. The proposed device offers high flexibility in terms of the design and optimization, and is suitable for digital logic applications. A complementary logic is developed based on the proposed device, which can be operated down to 200 mV of supply voltage. The complementary logic is used in design of an ultra-compact bi-stable switching static memory cell. Due to its compactness and high drive current, the proposed memory cell can outperform the conventional static random access memory cells in terms of switching speed and power consumption. Finally, some key properties of graphene relevant to devices and interconnects in integrated circuits as well as to transparent electrodes in a variety of applications, such as contact resistance, trap state density and optical transparency are investigated. The contact resistance of metal to multi-layer graphene (MLG) structures has been investigated thoroughly by developing a rigorous 1D model. The model captures the effect of both the top-contact and edge-contact to graphene. It is shown that the edge-contacts reduce the total resistance of the metal-MLG structure by up to 2 orders of magnitude. Moreover, a self-consistent model is developed to capture the electrostatics of few-layer graphene (FLG) on semiconductors. The FLG is a promising material as a transparent electrode in various applications such as solar cells, touch panels, display light sensors and light emitting devices. The model predicts that the Schottky barrier height of the FLG/Semiconductor interfaces can be engineered to sub-200 mV. Furthermore, the charge density of FLG can be improved by a few orders of magnitude to improve its electrical conductivity. Lastly the role of trap states at the graphene/oxide interface on the current saturation of graphene FETs (GFETs) is investigated experimentally. Through carefully fabricated GFETs and systematically designed experiments, the physical nature of current saturation in GFETs is revealed for the first time. It is shown for the first time that the trap states in the oxide and at the graphene/oxide interface play crucial role in determining the nature of current saturation in GFETs. These trap states are shown to get charged or discharged depending on the bias conditions, and lead to the appearance or disappearance of current saturation in GFETs. The consideration of the effects of trap-states is shown to be necessary for accurate characterization, modeling and parameter extraction of GFETs.",,,
1006,Towards Understanding Signal Transmission in the Bacterial Chemotaxis Histidine Kinase CheA,"During bacterial chemotaxis, motile bacteria modulate their swimming behavior in response to environmental stimuli. At the molecular level, a histidine kinase, CheA, acts as an input-output element that couples sensory information to the swimming behavior of a bacterium. This thesis focuses on the signal transmission in the domains of CheA, including identification of the interaction site between CheA's regulatory domain and the cytoplasmic domain of chemoreceptor, establishment of the roles of two interdomain linkers in the signal transduction pathway, and the elucidation of how the interdomain linker that connects the dimerization and ATP-binding domains assumes its functional role. These findings extend our understanding of the chemotaxis signal transduction pathway.",,,
