"","identifier","topic_num","weight","Department","identifier1","topic_num1","weight1","Department1","source","target"
"1599","f3p84bqt","topic17",0.5170599011,"Education","f3td9vfz","topic17",0.000341,"Materials",1197,1302
"1600","f3j67dxj","topic7",0.03871544798,"Mechanical Engineering","f3xg9p88","topic7",0.001161445112,"Geological Sciences",967,1485
"1601","f38913v6","topic17",0.05769471004,"Global and International Studies","f3js9ncw","topic17",0.000479,"Psychology",498,852
"1602","f32v2d2n","topic19",0.000374,"Computer Science","f3vm4c2q","topic19",0.000235,"Ecology, Evolution and Marine Biology",172,1377
"1603","f3d798b4","topic3",0.03507477653,"Biomolecular Science and Engineering","f3kp803b","topic3",0.6030836198,"Chemical Engineering",735,902
"1604","f3pr7sz9","topic19",0.000538,"Latin American and Iberian Studies","f3rj4gjm","topic19",0.000559,"Music",1224,1188
"1605","f34j0c6s","topic25",0.1134942499,"Materials","f3m906tq","topic25",0.000918,"Physics",272,938
"1606","f36d5r4k","topic7",0.00150669199,"Mechanical Engineering","f3hd7sth","topic7",0.001488987553,"Chemistry and Biochemistry",386,769
"1607","f3513wch","topic19",0.000608,"Psychological and Brain Sciences","f3np22dj","topic19",0.1613126683,"Environmental Science and Management",302,1017
"1608","f35q4t6q","topic25",0.000967,"Music","f3sn073q","topic25",0.000847,"Spanish and Portuguese",345,1254
"1609","f39p2zs4","topic25",0.05846825903,"Art History","f3dz06d1","topic25",0.02837442584,"Electrical and Computer Engineering",582,628
"1610","f3348hbt","topic25",0.5759973472,"Computer Science","f3vh5kz6","topic25",0.0010224528,"Education",190,1367
"1611","f3r78c4d","topic7",0.3269966555,"Counseling, Clinical and School Psychology","f3w95733","topic7",0.0227149121,"Physics",1306,1413
"1612","f3668d0q","topic19",0.00890182647,"Media Arts and Technology","f37942nx","topic19",0.000666,"Psychology",377,296
"1613","f3pc30cv","topic25",0.005463118708,"Geological Sciences","f3qz284t","topic25",0.097384781,"Chemistry and Biochemistry",1201,1152
"1614","f36w988x","topic25",0.001315155883,"Physics","f3kk98z6","topic25",0.05651775356,"Materials",415,900
"1615","f33n21cc","topic25",0.0179430587,"Electrical and Computer Engineering","f3bg2m4q","topic25",0.001439765226,"Mathematics",220,480
"1616","f3jm27tc","topic25",0.001877695758,"Geography","f3v122rb","topic25",0.001895715004,"Global and International Studies",995,1338
"1617","f3gx48h0","topic25",0.00094,"Counseling, Clinical and School Psychology","f3sf2tc1","topic25",0.001055222845,"Electrical and Computer Engineering",895,1245
"1618","f31834mq","topic19",0.268475649,"Global and International Studies","f31j97wk","topic19",0.000281,"Anthropology",78,33
"1619","f3cf9n2v","topic25",0.03899784737,"Materials","f3p26w6d","topic25",0.003693783128,"Geological Sciences",687,1039
"1620","f38c9tf7","topic19",0.01653323712,"Music","f3m043bm","topic19",0.05585148432,"Classics",507,917
"1621","f3n877rv","topic19",0.000896,"Chemistry","f3s180gk","topic19",0.00032,"Materials",1138,1214
"1622","f3610x8r","topic7",0.001782167453,"Art History","f38p5xm9","topic7",0.02996386891,"Chemistry",360,376
"1623","f3930r4h","topic19",0.04159718538,"Geography, Joint Program SDSU","f3f769gh","topic19",0.08740977427,"Psychology",545,641
"1624","f31834fg","topic17",0.001033078173,"Mathematics","f35b00n9","topic17",0.000341,"Music",76,192
"1625","f30k26hm","topic25",0.000963,"Chemistry","f3qf8r1c","topic25",0.008043567663,"History",35,1124
"1626","f3ft8j16","topic25",0.08421704624,"Electrical and Computer Engineering","f3tb14wc","topic25",0.04370540171,"Chemical Engineering",830,1294
"1627","f31v5c22","topic17",3e-04,"Religious Studies","f3k35rm5","topic17",0.06481890257,"Education",116,868
"1628","f34749pn","topic7",0.06111975456,"Computer Science","f3kd1w1s","topic7",0.001698556507,"Chemistry",258,885
"1629","f38c9t80","topic7",0.0483993075,"Education","f3cc0xp4","topic7",0.1173201062,"Anthropology",505,530
"1630","f3j964kd","topic19",0.1140923454,"Political Science","f3nc5zbf","topic19",0.000446,"Electrical and Computer Engineering",977,1002
"1631","f3nk3c6x","topic7",0.05448012777,"Materials","f3xd0znd","topic7",0.1441897167,"Environmental Science and Management",1160,1477
"1632","f35h7dc2","topic25",0.09454535713,"Geography","f3xs5sh7","topic25",0.001306458051,"Electrical and Computer Engineering",333,1505
"1633","f3668b54","topic7",0.01289473772,"Mathematics","f3pn93jc","topic7",0.05078583186,"Education",373,1074
"1634","f3cf9n39","topic7",0.0360670992,"Computer Science","f3sx6b9p","topic7",0.05221880013,"Comparative Literature",688,1270
"1635","f39c6vm2","topic19",0.02030385176,"Art History","f3m043c2","topic19",0.000257,"Mechanical Engineering",566,918
"1636","f3319t1v","topic14",0.1008191594,"Counseling, Clinical and School Psychology","f3765cf9","topic14",0.00675260135,"Global and International Studies",185,292
"1637","f34j0c77","topic27",0.042811757,"Spanish","f38c9tcb","topic27",0.05662243518,"Physics",273,361
"1638","f3k35rm5","topic7",0.2113717679,"Education","f3kh0kh0","topic7",0.119366524,"Education",1018,892
"1639","f3251g5j","topic25",0.1334208789,"Electrical and Computer Engineering","f3st7pnn","topic25",0.002394104368,"History",131,1268
"1640","f34t6gbv","topic7",0.02974921036,"Physics","f3cz354v","topic7",0.005934675171,"Chemical Engineering",289,565
"1641","f3g44nd8","topic7",0.1128441556,"Education","f3kh0kh0","topic7",0.119366524,"Education",849,892
"1642","f33x84tg","topic7",0.01223328894,"Chemistry and Biochemistry","f3v69gj0","topic7",0.04214018011,"Global and International Studies",239,1348
"1643","f3c53hzt","topic25",0.01004607925,"English","f3ks6pph","topic25",0.000881,"Psychology",673,908
"1644","f3k64g81","topic19",0.02688186875,"Economics","f3w37tgr","topic19",3e-04,"Electrical and Computer Engineering",1026,1403
"1645","f30z7183","topic7",0.2073895213,"Psychology","f3zw1j3s","topic7",0.001976780314,"Chicana and Chicano Studies",61,1572
"1646","f34m92n0","topic7",0.3079583776,"Ecology, Evolution and Marine Biology","f35x2726","topic7",0.002057003523,"Chemistry",279,223
"1647","f37s7kq0","topic25",0.001745002287,"Physics","f3hd7svz","topic25",0.1474408903,"Computer Science - Engineering",466,770
"1648","f39c6vbg","topic25",0.00409797643,"Economics","f3bc3wrf","topic25",0.00069,"Film and Media Studies",563,474
"1649","f32n506j","topic25",0.1013242595,"Materials","f3k64g2b","topic25",0.06641155218,"Chemistry",159,872
"1650","f3028phh","topic19",0.5081891557,"Global and International Studies","f3xd0zv3","topic19",0.01897436022,"English",10,1481
"1651","f39s1p05","topic25",0.2401329234,"Biomolecular Science and Engineering","f3v69grp","topic25",0.008818213492,"History",584,1352
"1652","f3d21vm0","topic25",0.09088031068,"Electrical and Computer Engineering","f3f47m7f","topic25",0.001657170295,"Geological Sciences",726,638
"1653","f34j0c94","topic19",0.000327,"Computer Science","f3b8563c","topic19",0.02419692551,"History",275,466
"1654","f39023k6","topic25",0.096954319,"Physics","f3hx19v2","topic25",0.02722053538,"Counseling, Clinical and School Psychology",543,800
"1655","f30k26hm","topic17",0.000248,"Chemistry","f39z930w","topic17",0.000285,"Spanish and Portuguese",35,449
"1656","f32z13n6","topic7",0.002607202428,"Mathematics","f3q52msj","topic7",0.1216179938,"Marine Science",180,1106
"1657","f30863hs","topic19",0.000376,"Mechanical Engineering","f3639mxn","topic19",0.00034,"Communication",22,234
"1658","f3d50k5h","topic25",0.001877695758,"Geological Sciences","f3vt1q1b","topic25",0.02948332641,"Environmental Science and Management",734,1381
"1659","f3x63jx3","topic25",0.001565254833,"Communication","f3xs5sdw","topic25",0.04402428744,"Economics",1531,1504
"1660","f31j97pw","topic7",0.08363602908,"Molecular, Cellular and Developmental Biology","f3pn93sh","topic7",0.01274831207,"Mathematics",95,1078
"1661","f3pc30cv","topic19",0.00032,"Geological Sciences","f3w37t9h","topic19",0.001042246135,"Religious Studies",1201,1401
"1662","f3154f4h","topic19",0.00033,"Mechanical Engineering","f38913s9","topic19",0.01548923572,"Economics",71,352
"1663","f3d798k8","topic19",0.00076,"Computer Science","f3ft8j8b","topic19",0.000613,"Materials",739,682
"1664","f33n21gq","topic25",0.07640297253,"Mechanical Engineering","f34f1nvz","topic25",0.000858,"Geological Sciences",221,144
"1665","f31c1tvd","topic26",0.000177,"Economics","f38052dc","topic26",0.000173,"Geological Sciences",82,340
"1666","f34t6gf6","topic25",0.001914083443,"Mathematics","f3qr4v2n","topic25",0.000967,"Geography",290,1137
"1667","f3gt5k44","topic25",0.000623,"Materials","f3v98679","topic25",0.01199499387,"East Asian Languages and Cultural Studies",889,1359
"1668","f30k26nd","topic11",0.07692071979,"Electrical and Computer Engineering","f30r9mhz","topic11",0.0274629309,"Physics",37,11
"1669","f3dv1h0q","topic17",0.0193629807,"Education","f3m61hcz","topic17",0.000938,"Mathematics",773,929
"1670","f3416v57","topic14",0.06383086771,"Sociology","f3gf0rn7","topic14",0.03976378982,"Computer Science",243,712
"1671","f3028pq6","topic25",0.000826,"Religious Studies","f3c24tmd","topic25",0.1157068005,"Physics",12,517
"1672","f3vt1q2s","topic7",0.000989,"Electrical and Computer Engineering","f3xg9pb5","topic7",0.04454044254,"Earth Science",1481,1487
"1673","f3d21vrs","topic9",0.4447310339,"Chemistry and Biochemistry","f3pr7sxv","topic9",0.01165810776,"East Asian Languages and Cultures",728,1080
"1674","f3gh9g2d","topic25",0.01439267859,"Electrical and Computer Engineering","f3rr1wdq","topic25",0.000793,"History",873,1199
"1675","f3kk98pm","topic25",0.1666305671,"Biomolecular Science and Engineering","f3t151kh","topic25",0.02775524197,"Chemistry",1044,1274
"1676","f35d8ptj","topic17",0.000195,"Materials","f3xd0zrr","topic17",0.01949367782,"Sociology",325,1478
"1677","f3610xhw","topic17",0.004430060783,"Sociology","f3ws8r6m","topic17",0.000357,"Music",363,1441
"1678","f3d21vj3","topic19",0.000785,"Physics","f3nk3bzc","topic19",0.000414,"Music",724,1012
"1679","f3b8568m","topic25",0.0158133716,"Chemistry","f3fj2drx","topic25",0.07442296737,"Computer Science",618,658
"1680","f36971q7","topic19",0.000332,"Chemistry","f3gf0rq4","topic19",0.000382,"Mechanical Engineering",380,714
"1681","f3610xgf","topic7",0.01741746861,"Chemical Engineering","f3zw1hv7","topic7",0.2078053034,"Counseling, Clinical and School Psychology",362,1568
"1682","f3dj5ck3","topic15",0.07696473322,"Computer Science","f3td9v8q","topic15",0.3618990939,"Mechanical Engineering",751,1300
"1683","f3hx19tm","topic9",0.3543116649,"Chemistry","f3pr7t4z","topic9",0.06152678455,"Physics",951,1083
"1684","f3cv4fpp","topic25",0.1036275609,"Computer Science","f3h1306m","topic25",0.2523230703,"Electrical and Computer Engineering",711,750
"1685","f34j0c94","topic17",0.000237,"Computer Science","f3tx3cjd","topic17",0.000416,"History of Art and Architecture",275,1334
"1686","f3m906m1","topic7",0.2864880511,"Anthropology","f3qr4v2n","topic7",0.1334611368,"Geography",1081,1137
"1687","f38s4n3x","topic25",0.01096600765,"Classics","f3d798ck","topic25",0.03224444002,"Geological Sciences",528,584
"1688","f33776vg","topic7",0.001757450317,"Physics","f33x84rk","topic7",0.001304977363,"Materials",197,119
"1689","f33x84q4","topic17",0.000235,"Biomolecular Science and Engineering","f3r2116s","topic17",0.000328,"English",237,1159
"1690","f34x55wz","topic25",0.09490655219,"Electrical and Computer Engineering","f3k35rm5","topic25",0.001590459208,"Education",296,868
"1691","f32r3pw2","topic28",0.1281874888,"Global and International Studies","f38913v6","topic28",0.02663166562,"Global and International Studies",170,354
"1692","f33x84q4","topic25",0.1674223115,"Biomolecular Science and Engineering","f3xp7339","topic25",0.04228749135,"Earth Science",237,1498
"1693","f3jq0z68","topic25",0.000731,"Geological Sciences","f3tq5zpx","topic25",0.001808918851,"Political Science",1001,1320
"1694","f30c4sq1","topic7",0.0977452768,"Chemistry","f3tt4p43","topic7",0.007928900068,"French and Italian",24,1327
"1695","f3k35rsd","topic17",0.000287,"Global and International Studies","f3p84bqt","topic17",0.5170599011,"Education",1019,1053
"1696","f30c4sw8","topic7",0.1054014578,"Education","f3d21vs7","topic7",0.1270559217,"Ecology, Evolution and Marine Biology",26,578
"1697","f34j0c6s","topic25",0.1134942499,"Materials","f37h1gjg","topic25",0.001044068565,"Religious Studies",272,310
"1698","f3pn93sh","topic19",0.004192880669,"Mathematics","f3ws8rcv","topic19",0.00033,"Spanish and Portuguese",1221,1444
"1699","f3222rrt","topic7",0.04334336529,"Chemistry","f33j39zn","topic7",0.3247132539,"Communication",125,102
"1700","f39c6vj5","topic7",0.001847112873,"Global and International Studies","f3db7zr2","topic7",0.002778719476,"Materials",565,589
"1701","f33b5x7c","topic25",0.1716235797,"Media Arts and Technology","f3n29v4x","topic25",0.06389389162,"Mechanical Engineering",202,984
"1702","f3d21vrs","topic25",0.09176425913,"Chemistry and Biochemistry","f3vx0dg3","topic25",0.08920583566,"Materials",728,1389
"1703","f3ks6pqz","topic2",0.5623605698,"Geological Sciences","f3vx0dnb","topic2",0.6261875835,"Anthropology",1057,1392
"1704","f3707zdk","topic7",0.07155157867,"Chemical Engineering","f3736nvb","topic7",0.004690904307,"English",417,285
"1705","f3319t29","topic17",0.000345,"Chemistry and Biochemistry","f3xs5smk","topic17",0.009147131007,"Physics",186,1507
"1706","f3nz85mh","topic20",0.03185936132,"Physics","f3wh2n0n","topic20",0.005826380689,"Molecular, Cellular, amd Developmental Biology",1175,1424
"1707","f3pc30kj","topic7",0.001361043624,"Physics","f3zp447p","topic7",0.002258661526,"Electrical and Computer Engineering",1206,1558
"1708","f3m906s8","topic19",0.00031,"Geological Sciences","f3xs5scf","topic19",0.04081893503,"Education",1083,1503
"1709","f3416v57","topic13",0.01935725445,"Sociology","f3rj4gf8","topic13",0.134241075,"Psychology",243,1187
"1710","f3qc01mk","topic7",0.001318556378,"Chemistry","f3zc80sm","topic7",0.1677404128,"Communication",1259,1535
"1711","f3m61h6q","topic25",0.05418316364,"Computer Science","f3q52mkv","topic25",0.002291548947,"Counseling, Clinical and School Psychology",1073,1103
"1712","f308638n","topic7",0.004505429765,"Biomolecular Science and Engineering","f3gx48r4","topic7",0.001278641452,"Chemistry",17,745
"1713","f3736p2f","topic7",0.01889279001,"Music","f3vx0dq7","topic7",0.01445737822,"Religious Studies",428,1394
"1714","f3d21vm0","topic25",0.09088031068,"Electrical and Computer Engineering","f3n58jkp","topic25",0.08535232247,"Chemistry",726,991
"1715","f32z13gz","topic13",0.03099868857,"Counseling, Clinical and School Psychology","f3vh5m02","topic13",0.281956748,"Computer Science",178,1368
"1716","f33n21cc","topic19",0.000393,"Electrical and Computer Engineering","f3jq0z11","topic19",0.000321,"Chemical Engineering",220,848
"1717","f33r0qrv","topic19",5e-04,"Marine Science","f37m064f","topic19",0.000329,"Geography",224,317
"1718","f39p2zmw","topic19",0.000593,"Materials","f3zc8115","topic19",0.000387,"Ecology, Evolution, and Marine Biology",580,1540
"1719","f3p26w7v","topic7",0.008344815675,"Film and Media Studies","f3qj7ffp","topic7",0.2514020313,"Psychology",1185,1130
"1720","f3z60m57","topic7",0.001902579641,"Chemistry","f3zp449k","topic7",0.05242151168,"Education - Gevirtz Graduate School",1550,1560
"1721","f3ks6ph8","topic25",0.08286092147,"Education","f3wq01rc","topic25",0.001297874509,"Physics",1054,1435
"1722","f3gq6vzj","topic7",0.1729596125,"Anthropology","f3kk98pm","topic7",0.0137430291,"Biomolecular Science and Engineering",886,894
"1723","f3f18wqc","topic17",0.000338,"Media Arts and Technology","f3pc309z","topic17",0.000253,"Materials",786,1055
"1724","f3hm56nj","topic17",0.01304559306,"Religious Studies","f3rb72jq","topic17",0.05469129394,"Education",935,1175
"1725","f3bc3wh9","topic7",0.03773800194,"Film and Media Studies","f3h1304q","topic7",0.00115089635,"Materials",621,749
"1726","f3348hbt","topic25",0.5759973472,"Computer Science","f3zp447p","topic25",0.06414635876,"Electrical and Computer Engineering",190,1558
"1727","f3b8563c","topic17",0.02408271048,"History","f3w66hw2","topic17",0.00039,"Mathematics",616,1409
"1728","f3c24tjh","topic17",0.00024,"Chemical Engineering","f3s46q3m","topic17",0.000221,"Physics",666,1226
"1729","f3hm56dd","topic19",0.000419,"Psychology","f3js9nkk","topic19",0.000794,"Education, Joint Program Cal Poly SLO",931,854
"1730","f3j964jz","topic25",0.1029406476,"Mechanical Engineering","f3jm27rg","topic25",0.02976654079,"Psychology",976,843
"1731","f39021vz","topic18",0.1566344226,"Spanish and Portuguese","f3fq9tr8","topic18",0.2403384295,"Spanish and Portuguese",539,672
"1732","f3474808","topic25",0.008541370827,"Statistics and Applied Probability","f3gh9fwr","topic25",0.05426509451,"Chemical Engineering",255,717
"1733","f3n58jj7","topic19",0.02491817577,"Sociology","f3nc5zcw","topic19",0.00038,"East Asian Languages and Cultures",1135,1003
"1734","f3ff3qgd","topic7",0.001325452412,"Religious Studies","f3q81b11","topic7",0.001471694356,"Mechanical Engineering",806,1109
"1735","f36h4fd3","topic19",0.000322,"Education","f36m3502","topic19",0.02347253155,"Sociology",390,261
"1736","f33b5zxr","topic17",0.3425217572,"Education","f34j0c20","topic17",0.3697977996,"Communication",206,147
"1737","f34f1nxv","topic7",0.06079585011,"Sociology","f3cz35c0","topic7",0.001241072107,"Electrical and Computer Engineering",269,570
"1738","f3474808","topic25",0.008541370827,"Statistics and Applied Probability","f3js9ncw","topic25",0.01127576726,"Psychology",255,852
"1739","f3057d1k","topic7",0.00732124092,"History","f3f769gh","topic7",0.2799655359,"Psychology",14,641
"1740","f3g44n71","topic17",0.000233,"Mechanical Engineering","f3n29wsv","topic17",0.5897910965,"Education",846,985
"1741","f3nk3bzc","topic19",0.000414,"Music","f3ns0s04","topic19",0.000588,"Geography",1157,1027
"1742","f3x0650h","topic25",0.04253134046,"Physics","f3zw1hv7","topic25",0.000851,"Counseling, Clinical and School Psychology",1522,1568
"1743","f3gh9g49","topic7",0.01419442405,"Electrical and Computer Engineering","f3wm1bk6","topic7",0.03517583325,"Computer Science - Engineering",875,1433
"1744","f34x55r5","topic15",0.07698553404,"Electrical and Computer Engineering","f3pv6hbk","topic15",0.0128633582,"Education, Joint Program Cal Poly SLO",294,1085
"1745","f3k935mf","topic26",0.006606175919,"Theater Studies","f3qn64xw","topic26",0.04510181856,"Statistics and Applied Probability",1030,1136
"1746","f3dr2sdr","topic7",0.00274858316,"Chemical Engineering","f3v69grp","topic7",0.01706800797,"History",764,1352
"1747","f35b00cq","topic7",0.1527114945,"Education, Joint Program Cal Poly SLO","f3rf5s0h","topic7",0.004280602831,"Religious Studies",318,1180
"1748","f3xp730z","topic9",0.02535614839,"Materials","f3xp74r7","topic9",0.1554107588,"Electrical and Computer Engineering",1539,1500
"1749","f36q1vd0","topic7",0.04233369502,"Earth Science","f3gq6xkf","topic7",0.07824038002,"Materials",405,734
"1750","f31z42c1","topic7",0.03107990729,"Feminist Studies","f3cf9n1d","topic7",0.1584819407,"Ecology, Evolution and Marine Biology",121,535
"1751","f37d2s8z","topic7",0.2051810881,"Counseling, Clinical and School Psychology","f3mp51dz","topic7",0.003159816782,"Electrical and Computer Engineering",446,961
"1752","f3765cgr","topic7",0.01814285184,"Chemical Engineering","f3wh2mzs","topic7",0.002364004619,"Music",433,1423
"1753","f300002p","topic25",0.005365215553,"Chemistry","f3sx6bb4","topic25",0.03051283678,"Chemical Engineering",2,1271
"1754","f3d798jt","topic7",0.001757450317,"Molecular, Cellular and Developmental Biology","f3sb43x7","topic7",0.2511219441,"Geography",738,1238
"1755","f3gt5k61","topic7",0.001543394694,"Mathematics","f3x9288x","topic7",0.08576984144,"Music",891,1473
"1756","f30z7183","topic25",0.000905,"Psychology","f31r6nq7","topic25",0.0696817676,"Electrical and Computer Engineering",61,39
"1757","f3k935mf","topic7",0.001601928668,"Theater Studies","f3zs2tnm","topic7",0.000836,"Materials",1030,1566
"1758","f31r6ng3","topic7",0.04854730013,"Ecology, Evolution and Marine Biology","f3j964kd","topic7",0.07543548468,"Political Science",107,825
"1759","f38050tx","topic7",0.1350334277,"Geography","f3t151mz","topic7",0.164517812,"Marine Science",483,1275
"1760","f3cr5r9t","topic19",0.02099821412,"Counseling, Clinical and School Psychology","f3rx991h","topic19",0.001042246135,"Statistics and Applied Probability",704,1209
"1761","f3707zhx","topic25",0.000992,"Religious Studies","f3np22dj","topic25",0.05775214728,"Environmental Science and Management",418,1017
"1762","f3n877qd","topic25",0.1678487816,"Computer Science","f3qn64xw","topic25",0.001264639353,"Statistics and Applied Probability",1137,1136
"1763","f3qr4v7w","topic19",0.000503,"Psychology","f3xg9p88","topic19",0.000321,"Geological Sciences",1280,1485
"1764","f3kd1w1s","topic25",0.1018567856,"Chemistry","f3r49nwx","topic25",0.0301072701,"Political Science",1035,1163
"1765","f3mc8x7h","topic7",0.01607241496,"Sociology","f3n58jgb","topic7",0.1581952433,"Ecology, Evolution and Marine Biology",1089,988
"1766","f3g73btk","topic19",0.1564477623,"Counseling, Clinical and School Psychology","f3qj7fd7","topic19",0.01026864386,"Molecular, Cellular and Developmental Biology",856,1129
"1767","f3gq6vpz","topic19",0.000306,"Electrical and Computer Engineering","f3q81b85","topic19",0.000246,"Chemistry and Biochemistry",880,1113
"1768","f38c9t7j","topic19",0.006038453133,"Electrical and Computer Engineering","f3k64g5p","topic19",0.000416,"Psychology",504,873
"1769","f39c6vbg","topic7",0.04674686332,"Economics","f3np22c3","topic7",0.01437340704,"Sociology",563,1016
"1770","f3h70d0t","topic19",0.000243,"Theater and Dance","f3qn64v0","topic19",0.000706,"Spanish and Portuguese",912,1134
"1771","f36w99wd","topic25",0.005038718065,"Comparative Literature","f3t43r19","topic25",0.1361524908,"Geography",416,1282
"1772","f3fq9wf2","topic25",0.02093423194,"Materials","f3th8jtt","topic25",0.001932811326,"Sociology",827,1307
"1773","f39p2zrp","topic25",0.4222215253,"Computer Science","f3k07284","topic25",0.01601649212,"Philosophy",581,864
"1774","f38w3bfb","topic25",0.001914083443,"Spanish and Portuguese","f3t151kh","topic25",0.02775524197,"Chemistry",532,1274
"1775","f34m92jn","topic25",0.1001920258,"Computer Science","f3sf2tdg","topic25",0.1013907367,"Chemical Engineering",278,1246
"1776","f3ms3qvb","topic7",0.2475629473,"Psychology","f3qr4v33","topic7",0.1478701375,"Counseling, Clinical and School Psychology",1113,1138
"1777","f39p2zkf","topic19",0.000598,"Electrical and Computer Engineering","f3ht2m9z","topic19",0.000998,"Religious Studies",579,794
"1778","f34747tm","topic6",0.0041103583,"Art History","f3zg6qc6","topic6",0.05122706831,"Materials",252,1544
"1779","f32v2d9s","topic25",0.03612187551,"Statistics and Applied Probability","f3p26w6d","topic25",0.003693783128,"Geological Sciences",176,1039
"1780","f3ks6pph","topic7",0.2419813565,"Psychology","f3t151s6","topic7",0.07089657318,"Chemical Engineering",1056,1278
"1781","f35x2726","topic7",0.002057003523,"Chemistry","f3k0727p","topic7",0.09114750783,"Education",358,863
"1782","f3930rb6","topic19",0.000203,"Religious Studies","f3sn0728","topic19",0.1292663597,"History",548,1253
"1783","f3tq5zng","topic26",0.01931482896,"Materials","f3wm1d7j","topic26",0.4839524507,"Computer Science",1434,1434
"1784","f31c1v12","topic7",0.1734217549,"Ecology, Evolution and Marine Biology","f35t3hm1","topic7",0.002408945531,"Latin American and Iberian Studies",84,217
"1785","f3kd1w3p","topic25",0.08289928293,"Electrical and Computer Engineering","f3vm496p","topic25",0.009880309226,"Global and International Studies",1036,1370
"1786","f3028pn9","topic7",0.01775842863,"Materials","f3w957b7","topic7",0.1702323164,"Economics",11,1417
"1787","f37942pc","topic27",0.3911709666,"Psychology","f3mw2f48","topic27",0.4215500137,"Philosophy",437,972
"1788","f30g3h39","topic7",0.2678697964,"Psychology","f35t3hng","topic7",0.08243718526,"Computer Science",30,218
"1789","f3v122qw","topic11",0.1778760648,"Electrical and Computer Engineering","f3x34vj7","topic11",0.005452152703,"Geological Sciences",1449,1461
"1790","f3pz570f","topic7",0.1027980453,"Geography","f3vm498k","topic7",0.001543394694,"Classics",1236,1372
"1791","f3bg2m38","topic19",0.4998092756,"Global and International Studies","f3pn93qm","topic19",0.000588,"Psychology",629,1077
"1792","f3862dj7","topic19",0.01055041426,"Sociology","f3qv3jhd","topic19",0.03834986327,"Art History",492,1142
"1793","f33x84q4","topic7",0.001172189036,"Biomolecular Science and Engineering","f3pn93qm","topic7",0.3460712949,"Psychology",237,1077
"1794","f3hq3wtb","topic25",0.09727018146,"Electrical and Computer Engineering","f3xd0zs6","topic25",0.04179636172,"Electrical and Computer Engineering",936,1479
"1795","f36h4fkb","topic25",0.001027772395,"East Asian Languages and Cultural Studies","f39k487d","topic25",0.001482999792,"Art History",393,426
"1796","f3668b8g","topic25",0.000885,"Latin American and Iberian Studies","f38913tr","topic25",0.08220425876,"Computer Science",374,353
"1797","f39g5jrs","topic9",0.1099684964,"Electrical and Computer Engineering","f3n58jhs","topic9",0.5245776033,"Chemistry and Biochemistry",567,989
"1798","f3nk3c6x","topic7",0.05448012777,"Materials","f3z60kz4","topic7",0.02417716684,"Media Arts and Technology",1160,1526
"1799","f3028pfm","topic7",0.000908,"Electrical and Computer Engineering","f3cn723k","topic7",0.003322949332,"Chemical Engineering",8,549
"1800","f31g0jdx","topic26",0.06525575433,"Computer Science","f3wd3xp8","topic26",0.000221,"Geography",90,1419
"1801","f31r6ng3","topic25",0.005670050111,"Ecology, Evolution and Marine Biology","f3cf9n8j","topic25",0.001217860058,"Chemistry and Biochemistry",107,540
"1802","f3cz3576","topic25",0.000935,"Religious Studies","f3r20zg5","topic25",0.000982,"Chemistry",717,1156
"1803","f3dr2smf","topic25",0.0104859058,"Psychology","f3pg1pxk","topic25",0.000987,"Geological Sciences",767,1067
"1804","f3q23x60","topic25",0.01906197753,"Biomolecular Science and Engineering","f3s75d97","topic25",0.04460387689,"Mechanical Engineering",1240,1230
"1805","f3862ddf","topic19",0.2502465843,"Global and International Studies","f3tb1504","topic19",0.000335,"Computer Science",491,1295
"1806","f31g0jfc","topic7",0.000882,"Mechanical Engineering","f3x63jtr","topic7",0.0198568329,"Theater Studies",91,1465
"1807","f3dj5css","topic9",0.5107913452,"Materials","f3tm79xx","topic9",0.1851925733,"Materials",754,1316
"1808","f37942nx","topic7",0.2685559594,"Psychology","f3hq3x4s","topic7",0.01855733037,"Materials",436,791
"1809","f3g15z1d","topic7",0.04396425898,"Materials","f3pv6hht","topic7",0.05819036009,"Religious Studies",844,1087
"1810","f39w0ckq","topic25",0.09699537448,"Electrical and Computer Engineering","f3vh5ksz","topic25",0.07979094267,"Music",593,1364
"1811","f3gm85f8","topic25",0.07978843653,"Materials","f3s180p8","topic25",0.01513407123,"Education - Gevirtz Graduate School",878,1218
"1812","f3gf0rn7","topic19",0.01351222021,"Computer Science","f3j1013v","topic19",0.000303,"Electrical and Computer Engineering",865,803
"1813","f3mg7mf4","topic25",0.140308721,"Chemical Engineering","f3r2116s","topic25",0.001272787539,"English",1091,1159
"1814","f3474825","topic7",0.01540414738,"Chemistry","f3vx0dg3","topic7",0.02441129543,"Materials",257,1389
"1815","f3707znq","topic19",0.253230466,"History","f3sj1hhr","topic19",0.00028,"Molecular, Cellular and Developmental Biology",422,1247
"1816","f3028pfm","topic25",0.1547162158,"Electrical and Computer Engineering","f3st7mxd","topic25",0.1852602781,"Electrical and Computer Engineering",8,1265
"1817","f3ng4nj2","topic19",0.000341,"Materials","f3sq8xc9","topic19",0.05558393345,"History",1150,1257
"1818","f3707zhx","topic19",0.1057706524,"Religious Studies","f3x63k29","topic19",0.000353,"Chemistry",418,1469
"1819","f3959fht","topic25",0.0870181189,"Chemistry","f3j67dw3","topic25",0.001323970305,"Comparative Literature",550,814
"1820","f3cf9n1d","topic25",0.001001713919,"Ecology, Evolution and Marine Biology","f3s75dgg","topic25",0.1131344337,"Chemistry",686,1232
